character,text,goodness,priority,if_dead
harry potter,"The water. There was water on the floor that night. She only saw the basilisk's reflection. 'Spiders flee before it.' It all fits!
Hermione's answered that, too.
Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?",Good,3,Undead
harry potter,"Lockhart may be useless, but he's going to try and get into the Chamber. At least we can tell him what we know.
Professor, we have some information for you! Are you going somewhere?
You're running away? After all that stuff you did in your books?",Good,3,Undead
harry potter,"You wrote them!
You're a fraud! You've just been taking credit for what other wizards have done!
Don't even think about it.",Good,3,Undead
harry potter,"To ask you how you died.
Who was it Myrtle?
Just like that? How?",Good,3,Undead
harry potter,"This is it. This is it, Ron. I think this is the entrance to the Chamber of Secrets.
Hesha- Hassah.
Oh, yes there is! You first.",Good,3,Undead
harry potter,"All right. Let's go.
Uh…thanks Myrtle.
Aaah!",Good,3,Undead
harry potter,"Now remember, any sign of movement, close your eyes straightaway.
This way.
It's a snakeskin.",Good,3,Undead
harry potter,"Ron! Ron, are you ok?
You wait here and try and shift some of this rock so we can get back through. I'll go on and find Ginny!
Hesha- Hassah.",Good,3,Undead
harry potter,"Ginny… Ginny! Oh, Ginny, please don't be dead. Wake up. Wake up! Please, wake up!
Tom. Tom Riddle! What do you mean, 'she won't wake?' She's not…?
Are you a ghost?",Good,3,Undead
harry potter,"She's cold as ice. Ginny, please don't be dead. Wake up! You've got to help me, Tom. There's a basilisk.
Give me my wand, Tom.
Listen, we've got to go! We've got to save her!",Good,3,Undead
harry potter,"No. She couldn't. She wouldn't!
But why?
But, why did you want to meet me?",Good,3,Undead
harry potter,"Hagrid's my friend! And you framed him, didn't you?
I'll bet Dumbledore saw right through you.
Well, you haven't finished it this time. In a few hours, the Mandrake Draught will be ready, and everyone who was Petrified will be all right again.",Good,3,Undead
harry potter,"Why do you care how I escaped? Voldemort was after your time.
You! You're the Heir of Slytherin. You're Voldemort.
Albus Dumbledore is the greatest sorcerer in the world!",Good,3,Undead
harry potter,"He'll never be gone! Not as long as those who remain are loyal to him! Fawkes?
Ginny-
Ginny…",Good,3,Undead
harry potter,"Don't worry. Ginny, you need to get yourself out. Follow the Chamber, and you'll find Ron. You were brilliant, Fawkes. I just wasn't quick enough… Of course! Phoenix tears have healing powers. Thanks! It's alright, Ginny. It's over. It's just a memory.
Yes, sir.
Yes, sir.",Good,3,Undead
harry potter,"It's just… You see, sir I- I couldn't help but notice certain things, certain- certain similarities, between Tom Riddle and me.
Voldemort transferred some of his powers… to me?
So the Sorting Hat was right! I should be in Slytherin.",Good,3,Undead
harry potter,"Because I asked it to.
Godric Gryffindor.
Dobby! So this is your master! The family you serve is the Malfoys",Good,3,Undead
harry potter,"Don't worry. I will be.
Sir, I wonder if I could have that?
Mr. Malfoy! Mr. Malfoy! I have something of yours.",Good,3,Undead
harry potter,"Oh, I think you do, sir. I think you slipped the diary into Ginny Weasley's cauldron, that day at Diagon Alley.
Open it.
Just promise me something.",Good,3,Undead
harry potter,"Never try to save my life again.
Well, we had loads of help from you. We couldn't have done it without you.
Well, there's no Hogwarts without you, Hagrid.",Good,3,Undead
harry potter,"Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima!
Uncle Vernon, I need you to sign this form.
Nothing. School stuff.",Good,3,Undead
harry potter,"I will if she does.
Yes.
Okay.",Good,3,Undead
harry potter,"Oh, yeah. Yeah. I've been beaten loads of times.
That's a lie!
My dad wasn't a drunk!",Good,3,Undead
harry potter,"Shut up! Shut up!
No! She deserved what she got! Keep away from me.
Yeah? Try me.",Good,3,Undead
harry potter,"I don't care. Anywhere's better than here.
I fell over.
I didn't do it on purpose.",Good,3,Undead
harry potter,"Nothing.
I didn't.
The Leaky Cauldron. That's in London.",Good,3,Undead
harry potter,"But the Muggles. Can't they see us?
Who is that? That man.
How did he escape?",Good,3,Undead
harry potter,"Yeah. Him I've heard of.
Hedwig.
No, thank you. Minister?",Good,3,Undead
harry potter,"I don't understand.
I broke the law. Underage wizards can't use magic at home.
The state of things, sir?",Good,3,Undead
harry potter,"Sirius Black, you mean? But what's he got to do with me?
Hedwig.
Egypt. What's it like?",Good,3,Undead
harry potter,"Mrs. Weasley.
Good to see you.
Yes.",Good,3,Undead
harry potter,"Yeah, it's all upstairs.
Everything's there.
Thank you.",Good,3,Undead
harry potter,"Mr. Weasley.
Yeah, sure.
Yeah. It should be great.",Good,3,Undead
harry potter,"Has this anything to do with Sirius Black, sir?
Only that he's escaped from Azkaban.
Voldemort.",Good,3,Undead
harry potter,"Sorry.
And kill me.
Mr. Weasley... why would I go looking for someone who wants to kill me?",Good,3,Undead
harry potter,"I didn't mean to blow her up. I just... I lost control.
I think I was lucky not to be arrested actually.
Do you think he's really asleep?",Good,3,Undead
harry potter,"I gotta tell you something.
Yeah.
Thanks, Ron.",Good,3,Undead
harry potter,"I don't know. Maybe we've broken down.
Thank you.
What was that thing that came?",Good,3,Undead
harry potter,"What happened to me?
And did either of you two... you know... pass out?
But someone was screaming. A woman.",Good,3,Undead
harry potter,"How did he find out?
Fortuna Major.
Thank you.",Good,3,Undead
harry potter,"She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful.
Shut up, Malfoy.
What?",Good,3,Undead
harry potter,"Hey, hey, hey!
Brilliant, professor.
At least Hagrid didn't get fired.",Good,3,Undead
harry potter,"But professor I thought if you signed it, then I could...
Forget about it, guys. See you later.
Professor, can I ask you something?",Good,3,Undead
harry potter,"I did think of Voldemort at first. But then I remembered that night on the train... and the dementor.
Before I fainted... I heard something. A woman... screaming.
I think it was my mother... the night she was murdered.",Good,3,Undead
harry potter,"The most haunted building in Britain. Yeah I know. What's going on?
Excuse me, sir. Where's Professor Lupin?
Sir, it's Quidditch tomorrow.",Good,3,Undead
harry potter,"Probably a right sight better than he normally does.
Oh, brilliant.
What happened?",Good,3,Undead
harry potter,"Really? I meant the match. Who won?
No. Professor, why do the dementors affect me so? I mean, more than everyone else?
I'm scared, professor.",Good,3,Undead
harry potter,"I need to know how to fight them. You could teach me. You made that dementor on the train go away.
But you made it go away.
Guys, let me go.",Good,3,Undead
harry potter,"I'm trying to get to Hogsmeade.
Let me go! Come on, guys. Don't...
What are you doing?!",Good,3,Undead
harry potter,"What's this rubbish?
Mr's. Moony, Wormtail, Padfoot and Prongs... are proud to present the Marauder's Map.
Hang on. This is Hogwarts. And that... No. Is that really...?",Good,3,Undead
harry potter,"So you mean this map shows...
Everyone?
Brilliant! Where did you get it?",Good,3,Undead
harry potter,"He was their friend... and he betrayed them. He was their friend! I hope he finds me. Because when he does, I'm gonna be ready! When he does, I'm gonna kill him!
I'm sure.
Expecto Patronum.",Good,3,Undead
harry potter,"Expecto Patronum! Expecto... Expecto... Expect...
That's one nasty dementor.
The first time I rode a broom.",Good,3,Undead
harry potter,"There's another. It's not... happy, exactly. Well, it is. It's the happiest I've ever felt... but it's complicated.
Just do it. Expecto Patronum! Expecto Patronum!
I think I've had enough for today.",Good,3,Undead
harry potter,"I was thinking of him. And Mom. Seeing their faces. They were talking to me. Just talking. That's the memory I chose. I don't even know if it's real. But it's the best I have.
Ripped to pieces? What are you talking about?
They're not sacking you!",Good,3,Undead
harry potter,"You tell those spiders Ron.
Sorry.
Mischief managed. Nox.",Good,3,Undead
harry potter,"I was sleepwalking.
My dad didn't strut. And nor do I. Now, if you don't mind, I would appreciate it if you could lower your wand.
Spare bit of parchment.",Good,3,Undead
harry potter,"Mr's. Moony, Wormtail, Padfoot, and Prongs... offer their compliments to Professor Snape and...
And request that he keep his abnormally large nose out of other people's business.
No. No, sir.",Good,3,Undead
harry potter,"Yes, sir.
Professor, just so you know, I don't think that map always works. Earlier, it showed someone in the castle. Someone I know to be dead.
Peter Pettigrew.",Good,3,Undead
harry potter,"It's just what I saw. Good night, professor.
Hang on. We better take this back.
Fine. See you later.",Good,3,Undead
harry potter,"Professor Trelawney...
Sorry?
No. Nothing.",Good,3,Undead
harry potter,"Why don't we just set him free?
Ow! Hagrid!
Hagrid. It'll be fine. It'll be okay.",Good,3,Undead
harry potter,"What?
Wait!
That's not good. Ron, run!",Good,3,Undead
harry potter,"Ron! Ron! Ron! Ron! Come on! Move!
Don't worry.
I have a hunch. I just hope I'm wrong.",Good,3,Undead
harry potter,"Come on. Ron.
Then it'll be you!
I know why. You betrayed my parents. You're the reason they're dead!",Good,3,Undead
harry potter,"Who was it, then?
Expelliarmus!
Tell me about Peter.",Good,3,Undead
harry potter,"No. Pettigrew's dead. You killed him!
The map was lying, then.
All they could find of Pettigrew was his...",Good,3,Undead
harry potter,"Show me. Give it to him, Ron.
No!
I know what he is. But we'll take him to the castle.",Good,3,Undead
harry potter,"Get off! I said we'd take you to the castle. After that, the dementors can have you.
Okay.
No. Don't worry, okay? It's fine. I'll stay.",Good,3,Undead
harry potter,"You okay?
Well I just didn't think my dad would have wanted his two best friends... to become killers. Besides, dead, the truth dies with him. Alive, you're free.
I know.",Good,3,Undead
harry potter,"What? Come and live with you?
Expelliarmus!
Come on.",Good,3,Undead
harry potter,"Sirius!
Sirius! No. Sirius! Expecto Patronum!
I saw my dad.",Good,3,Undead
harry potter,"He sent the dementors away. I saw him across the lake.
You mean they're gonna kill him?
It's true. Sirius is innocent.",Good,3,Undead
harry potter,"What just happened? Where's Ron?
I don't know. Going to Hagrid's?
Hermione! Hermione! Hermione, wait. Hermione, will you please tell me what it is we're doing?",Good,3,Undead
harry potter,"That's us.
This is not normal.
You mean we've gone back in time?",Good,3,Undead
harry potter,"Good punch.
Come on. We should be at Hagrid's.
Look. Buckbeak's still alive.",Good,3,Undead
harry potter,"Here they come. I'd better hurry.
That's Pettigrew.
He betrayed my parents. You don't expect me to sit here.",Good,3,Undead
harry potter,"Are you mad?
Ow!
Ow! That hurt!",Good,3,Undead
harry potter,"What?
Get away. Get off.
This way.",Good,3,Undead
harry potter,"Come on. This way. This way, now. Now what?
How?
And now we wait.",Good,3,Undead
harry potter,"Yeah. Hermione?
Before, down by the lake, when I was with Sirius... I did see someone. That someone made the dementors go away.
It was my dad. My dad conjured the Patronus.",Good,3,Undead
harry potter,"You see Sirius talking to me there? He's asking me to come live with him.
When we free him, I'll never have to go back to the Dursleys'. It'll just be me and him. We could live in the country... someplace you can see the sky. I think he'll like that after all those years in Azkaban.
Let's go! What are you doing?",Good,3,Undead
harry potter,"Thanks. Great! Now he's coming for us.
Poor Professor Lupin's having a really tough night. Sirius! Come on!
Don't worry. My dad will come. He'll conjure the Patronus. Any minute now! Right there! You'll see!",Good,3,Undead
harry potter,"Don't worry, he will! He will come! Sirius.
Expecto Patronum!
You were right, Hermione. It wasn't my dad I saw earlier. It was me! I saw myself conjuring the Patronus before. I knew I could do it this time because... well, I had already done it. Does that make sense?",Good,3,Undead
harry potter,"I want to go with you.
But you're innocent.
My mother's eyes.",Good,3,Undead
harry potter,"He's free. We did it.
I don't know. Honestly, Ron. How can somebody be in two places at once?
You've been sacked.",Good,3,Undead
harry potter,"Resigned? Why?
But Dumbledore...
None of it made any difference. Pettigrew escaped.",Good,3,Undead
harry potter,"What are you talking about?
For me? But who sent it?
Hermione. Bad dream. When did you get here?",Good,3,Undead
harry potter,"Last night.
Where are we actually going?
Yes sir. This way.",Good,3,Undead
harry potter,"Pleasure to meet you too sir.
Why are they all standing around that manky old boot?
What's a 'portkey'?",Good,3,Undead
harry potter,"Thanks.
See ya later Cedric.
I love magic.",Good,3,Undead
harry potter,"When we're apart my heart beats only for youuu!
What is that?
Crime?",Good,3,Undead
harry potter,"What crime?
Those people tonight, in the masks... they're his too aren't they? they're his followers.
There was a man. Before. There.",Good,3,Undead
harry potter,"I dunno. I didn't see his face.
It's alright I'll get it.
Oh no thank you I'm not hungry.",Good,3,Undead
harry potter,"I'm fine.
Well there's something you don't see every day.
I don't know but I don't think it's Pumpkin Juice.",Good,3,Undead
harry potter,"Yeah well rather you than me.
No sir.
No sir.",Good,3,Undead
harry potter,"Yes sir.
Let you know what?
I didn't ask for this to happen Ron. Okay? You're being stupid.",Good,3,Undead
harry potter,"I didn't put my name in that cup. I don't want eternal glory I just wanna be.. Look, I don't know what happened tonight and I don't know why, it just did ok.
It's a broomcupboard.
Oh, no.",Good,3,Undead
harry potter,"I'm fourteen.
I dunno I haven't really thought about it.
Fourteen.",Good,3,Undead
harry potter,"No I didn't enter.
Hey, my eyes aren't glistening with the ghosts of my past.
Sirius?",Good,3,Undead
harry potter,"Sirius?! How...
No!
I dunno.",Good,3,Undead
harry potter,"No. Umm.. Voldemort was giving him a job to do. Something important.
He wanted... me. I dunno why, but he was gonna use this man to get to me. I mean it was only a dream right?
What are you saying?",Good,3,Undead
harry potter,"Do you think one of them put my name in the goblet?
I'm not ready for this Sirius.
Someone's coming!",Good,3,Undead
harry potter,"Who says I was talking to anyone.
Maybe you're imagining things, wouldn't be the first time.
Neville! You're doing it again!",Good,3,Undead
harry potter,"Magical water plants of the highland Lochs?
Is that right? Well.... what?
Well you can tell Ronald...",Good,3,Undead
harry potter,"Yeah I brought the cloak. Hagrid where are we going?
What's with the flower? Hagrid have you combed your hair?
Dragons? That's the first task? You're joking.",Good,3,Undead
harry potter,"Ron was here?
No he didn't. He didn't tell me a thing.
Thanks.",Good,3,Undead
harry potter,"Excuse me..
Can I have a word?
Dragons. That's the first task. They've got one for each of us.",Good,3,Undead
harry potter,"Yes.
Don't worry about it.
You're a right foul git you know that?",Good,3,Undead
harry potter,"I know so.
Yeah. Stay away from me.
I don't give a damn what you or your father thinks Malfoy. He's vile and cruel, and you're just pathetic.",Good,3,Undead
harry potter,"Oh... um... You know I just thought I'd...
Um... I dunno.. I can fly. I mean I'm a fair flyer.
But I'm not allowed a broom.",Good,3,Undead
harry potter,"Yeah.
Battle a dragon.
The horntail...",Good,3,Undead
harry potter,"Nothing.
Who wants me to open it? You want me to open it?
What the bloody hell was that?",Good,3,Undead
harry potter,"Caught on have you. Took you long enough.
Brilliant. That makes me feel loads better.
Hagrid warned me about the dragons.",Good,3,Undead
harry potter,"Who could possibly figure that out? That's completely mental.
Well it does match your eyes. Is there a bonnet?
Oi! Never gonna let him forget this are you?",Good,3,Undead
harry potter,"Why do they always have to travel in packs? How are you supposed to get one alone to ask them...
I think I'd take the dragon right now.
But then again he can take himself.",Good,3,Undead
harry potter,"Agreed.
Cho!
Ok thanks. Cho?",Good,3,Undead
harry potter,"Um.  I just wondered if maybe you wanted to go to the ball with me?
Um. I was just wondering if maybe you wanted to go to the ball with me.
Ok. Great. Fine. No problem. Good.",Good,3,Undead
harry potter,"What happened to you?
What did she say?
Don't be silly.",Good,3,Undead
harry potter,"What did you do then?
Hey!
My dress robes.",Good,3,Undead
harry potter,"Well I expect yours are more traditional.
Leave it alone.
Who?",Good,3,Undead
harry potter,"Because we'd take the mickey out of her if she did.
Ready professor?
No.",Good,3,Undead
harry potter,"Yeah she does.
What?
Really? I had no idea. I suppose Viktor's already figured it out.",Good,3,Undead
harry potter,"What's that supposed to mean?
Cedric.
Spectacular.",Good,3,Undead
harry potter,"Forget about it. I'm sure you would have done the same for me.
I must be out of my mind.
Myrtle!",Good,3,Undead
harry potter,"Polyjuice potion! Kicked the habit. Myrtle, did you say try putting it in the water?
Myrtle, there aren't Merpeople in the black lake are there?
Come seek us where our voices sound.",Good,3,Undead
harry potter,"An hour long you'll have to look.
Potentially problematic? When was the last time you held your breath under the water for an hour Hermione?
Neville. No offense, but I really don't care about plants. Now if there's a Tibetan turnip that will allow me to breathe underwater for an hour then great.",Good,3,Undead
harry potter,"You're sure about this Neville.
For an hour.
Most likely?",Good,3,Undead
harry potter,"You're telling me this now? You must be joking.
Well that makes you sight better than Ron and Hermione. Where are they anyway?
Do I?",Good,3,Undead
harry potter,"But she's my friend too!
Hermione
I finished last Hermione.",Good,3,Undead
harry potter,"Mr Crouch?
I can come back later Professor.
Agh!",Good,3,Undead
harry potter,"Professor?
Sir, Mr Crouch's son, what happened to him?
It's just that I had a dream about him. It was in the summer, before school. In the dream I was in a house and Voldemort was there only he wasn't quite human, and Wormtail was there too and Mr Crouch's son.",Good,3,Undead
harry potter,"Yes. Always the same one. Sir... these dreams, what I see, you don't think it's actually happening do you?
Yes sir.
Bubble juice sir?",Good,3,Undead
harry potter,"I haven't stolen anything.
Fleur? Fleur!
No stop! He's bewitched Cedric.",Good,3,Undead
harry potter,"He's bewitched!
For a moment so did I.
Some game.",Good,3,Undead
harry potter,"Together, on three. One, two, three!
Yeah, you?
I've been here before.",Good,3,Undead
harry potter,"I've been here before in a dream. Cedric, we have to get back to the cup? Now!
Get back to the cup!
Cedric!",Good,3,Undead
harry potter,"Don't touch him.
Have it your way.
He's back, he's back! Voldemort's back. Cedric, he asked me to bring his body back. I couldn't leave him, not there.",Good,3,Undead
harry potter,"Not so much now.
The cup was a portkey. Someone had bewitched it.
Who?",Good,3,Undead
harry potter,"I dunno. It was like I'd fallen into one of my dreams. One of my nightmares.
Um. I don't think I said anything about a graveyard Professor.
It was you from the beginning. You put my name in the goblet of fire. You bewitched Krum. But...",Good,3,Undead
harry potter,"That's Moody, but then who's...?
Professor, when I was in the graveyard there was a moment... um... when Voldemort's wand and mine sort of connected.
No I don't think so.",Good,3,Undead
harry potter,"Yes.
Big D? Cool name, but to me, you'll always be Ikkle Duddicums.
What?",Good,3,Undead
harry potter,"Shut up, Dudley. I'm warning you...
Because if you don't I'll turn you into the idiot pig you are!
Not so brave now, are you Duddykins? Now tell your little friends to go away.",Good,3,Undead
harry potter,"Don't you ever speak about that again. You understand?
I said, DO YOU UNDERSTAND? !
Quiet!",Good,3,Undead
harry potter,"Dudley! Run!
Come on! They break into a run. A dementor drifts into the alleyway in front of them. Skidding to a stop, Harry turns around, to find the other dementor cutting off the way back.
Dudley, no!",Good,3,Undead
harry potter,"Lumos!
""Expecto Patronum!'
""Expecto Patronum! '",Good,3,Undead
harry potter,"Dementors.
No.
We were attacked.",Good,3,Undead
harry potter,"They're evil. If they get the chance, they'll suck your soul out through your mouth.
You can't give a Dementor the 'ol one-two.'
Because I used magic to save his",Good,3,Undead
harry potter,"Lumos!
What are you doing here?
How'd he know? It just happened!",Good,3,Undead
harry potter,"What's been going on? What's Lord Vol-
How are we getting there?
Uh, is that very likely?",Good,3,Undead
harry potter,"Expecto--!
No!
But I can help!",Good,3,Undead
harry potter,"Was that your--?
But...why here?
Mrs. Weasley!",Good,3,Undead
harry potter,"Right.
So, why's he keeping me in the dark?
Didn't you bother asking?",Good,3,Undead
harry potter,"So I get to spend the summer with the Dursleys while you two are here.
You've still been here!
What's been going on?",Good,3,Undead
harry potter,"What's this Order everyone's talking about?
Why?
Okay.",Good,3,Undead
harry potter,"I'm not really hungry. I think I'll go to bed.
I wanted to, but I didn't think you'd tell me anything.
Where's Voldemort? What's he doing?",Good,3,Undead
harry potter,"How?
And what's his plan?
And you're stopping him from gaining followers?",Good,3,Undead
harry potter,"But...why?
But you're telling people, right?
What?",Good,3,Undead
harry potter,"What kind of weapon?
No, my scar kept hurting.
Yeah...nerves...",Good,3,Undead
harry potter,"Thanks, Hermione.
Bye.
Department of Mysteries?",Good,3,Undead
harry potter,"I've been there before...
Er...sorry.
Yes.",Good,3,Undead
harry potter,"Yes, but-
Yes, but-
Yes.",Good,3,Undead
harry potter,"But I did it because of the Dementors!
My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.
I think so, yeah.",Good,3,Undead
harry potter,"Er...is Percy mad at you?
What are you doing here?
If he wanted to talk to the Minister, why down here?",Good,3,Undead
harry potter,"Yeah...just...my scar...the pain is getting stronger.
My parents.
I miss them, Sirius...",Good,3,Undead
harry potter,"Why'd they have to die, Sirius, why?
Thanks.
Who..who was that?",Good,3,Undead
harry potter,"I'm sure. Nothing.
So...congratulations Ron, Hermione...
Yes, do go enjoy yourselves.",Good,3,Undead
harry potter,"What is that?
Yes it is, it's right there!
Er...you are?",Good,3,Undead
harry potter,"Well, thanks Luna.
Hagrid's cabin looks deserted.
Yeah, could be.",Good,3,Undead
harry potter,"What?
Why?
What did I do?",Good,3,Undead
harry potter,"Where'd she get that from?
No one believes me, Hedwig. No one...
I'm alone...",Good,3,Undead
harry potter,"Sorry, Professor...
What good's theory in the real world?
What about Lord Voldemort?",Good,3,Undead
harry potter,"It-is-NOT-a-LIE!
So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?
It was MURDER! I saw it happen!",Good,3,Undead
harry potter,"Yeah, talk to somebody who cares.
Yeah. But she called me a liar!
Yes, Professor.",Good,3,Undead
harry potter,"Oh! Sorry...
I'll never get out of it, Angelina.
Later, I've got detention.",Good,3,Undead
harry potter,"Thanks.
There's no ink.
No, I haven't.",Good,3,Undead
harry potter,"She is. But the quill has some sort of spell on it. It uses blood for ink.
No, I'm telling anyone.
No!",Good,3,Undead
harry potter,"I don't need his help. I don't need anyone's help.
I've asked Sirius about it.
Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.",Good,3,Undead
harry potter,"Well, it's a possibility, isn't it?
Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry.
Er...",Good,3,Undead
harry potter,"Where are we going, Hermione?
Hermione, what's going on?
You mean about us teaching ourselves?",Good,3,Undead
harry potter,"Hey, Neville.
Uh...same to you, Luna.
That's the first time you've said his name.",Good,3,Undead
harry potter,"It's okay, Hermione.
I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone.
Me?",Good,3,Undead
harry potter,"Uh...well, yeah, I did.
That might work. I'll look into that.
Yeah.",Good,3,Undead
harry potter,"What's she done now?
""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""
Not only that, but what about the",Good,3,Undead
harry potter,"This isn't a coincidence.
She knows.
Look, we don't know how many people could have overheard our meeting and told her.",Good,3,Undead
harry potter,"What would we do without you, Hermione?
Hedwig!
It's Hedwig. I think she's been attacked.",Good,3,Undead
harry potter,"London.
Yes, Professor.
Dobby! What are you doing here?",Good,3,Undead
harry potter,"What is it, Dobby.
Don't worry about it, Dobby. But I don't think you can help me.
Actually, there is something you can do, Dobby.",Good,3,Undead
harry potter,"I need a room where twenty-eight people can practice Defense Against the Dark Arts without the teachers knowing. Especially Professor Umbridge.
That's brilliant, Dobby!
Better not, Dobby. School is pretty intense right now. We'll do it ina few months, before the holidays.",Good,3,Undead
harry potter,"Just ignore them, Ron!
Malfoy provoked us.
Ban us...for life.",Good,3,Undead
harry potter,"You've--!
You can't!
If you quit, we'll be out four players!",Good,3,Undead
harry potter,"Hagrid, what happened to you?
We know you were looking for giants, Hagrid. Dumbledore said so last year.
So what did you do when you found them?",Good,3,Undead
harry potter,"Glad to see all of you could find this place all right.
Loads of Defense Against the Dark Arts equipment. Hopefully we'll be able to get to all of it before the end of term.
Besides, it works. I used it against You-Know-Who last June. It saved my life.",Good,3,Undead
harry potter,"Right. Well, let's split into pairs and give it a go.
Well done, Neville!
Look here, you lot! Neville's really got the hang of this one.",Good,3,Undead
harry potter,"Never forget this spell, Neville. It could save your live some day.
Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!
Mr. Weasley's been attacked!",Good,3,Undead
harry potter,"No, I saw it happen! I...I was there...
Oh. Uh...I was the snake. I saw it from the snake's perspective.
Yes!",Good,3,Undead
harry potter,"What's that, Professor?
Voldemort can read minds?
So he could read our minds right now?",Good,3,Undead
harry potter,"But hasn't it helped so far? I mean, it saved Mr. Weasley's life, didn't it?
What are you going to do?
No!",Good,3,Undead
harry potter,"I've been there before...
I've just realized...
What's in the Department of Mysteries, sir?",Good,3,Undead
harry potter,"That corridor, I've been dreaming about it for months...it leads to the Department of Mysteries, I'm sure of it.
It's got to be.
Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!",Good,3,Undead
harry potter,"They're all Death Eaters!
Voldemort.
Professor, no!",Good,3,Undead
harry potter,"I'm so sorry, Professor!
Are you sure you can't? Hagrid said it was important.
Could you tell us what it is, Hagrid, please?",Good,3,Undead
harry potter,"Yeah.
No!
I--sorry!",Good,3,Undead
harry potter,"No, of course not!
No--no, I've done all I can.
Voldemort! He's got Sirius! In the Department of Mysteries!",Good,3,Undead
harry potter,"I just saw it.
How're we going to get there?
We've got to do something!",Good,3,Undead
harry potter,"I won't let Sirius die!
Voldemort's broken into the Department of Mysteries. He's got Sirius there!
There isn't anyone else, Hermione! Everyone from the Order is gone!",Good,3,Undead
harry potter,"No, there isn't!
How?
That's all we'll need.",Good,3,Undead
harry potter,"Grimmauld Place!
Sirius! Lupin? Hello?
Kreacher, where's Sirius?",Good,3,Undead
harry potter,"You know where he is, don't you?
It's none of your business.
He's got Padfoot at the place it's hidden!",Good,3,Undead
harry potter,"You sent the Dementors?
Hermione, no!
I would rather die!",Good,3,Undead
harry potter,"Great plan, Hermione.
We've got no brooms.
What are those?",Good,3,Undead
harry potter,"All right, then. Get on one, and we'll be off.
All right, come on.
Where is everyone?",Good,3,Undead
harry potter,"That's how Voldemort got in unnoticed.
This is it. Come on.
Stay close.",Good,3,Undead
harry potter,"I don't understand. In my dream,
Yeah. I'll know the way when I see it.
Who's there?",Good,3,Undead
harry potter,"Sirius?
Does anyone else hear that?
Sirius...yeah...",Good,3,Undead
harry potter,"Alohomora!
Whatever's in there, the Ministry sure doesn't want anyone getting to it.
This is it! Come on!",Good,3,Undead
harry potter,"This is it. This is where Sirius is!
He's in here somewhere.
What's my name doing here?",Good,3,Undead
harry potter,"Why not?
It's got my name on it!
Where's Sirius?",Good,3,Undead
harry potter,"What prophesy?
Go ahead.
Come and find out!",Good,3,Undead
harry potter,"You even try to take her and I'll smash this thing.
So, what kind of prophesy are we talking about here?
Not really. How come Voldemort wants it?",Good,3,Undead
harry potter,"Hey, did you know Voldemort's a half-blood too?
What's so special about this
What?",Good,3,Undead
harry potter,"So he used me to do his dirty work, did he?
Now!
Where'd the rest go?",Good,3,Undead
harry potter,"Stupify!
Stupify!
Ron!",Good,3,Undead
harry potter,"Pretificus Totalus!
Hermione!
Please don't be dead, please don't be dead... He shakes her.",Good,3,Undead
harry potter,"Can we carry her?
I don't know...
What happened.",Good,3,Undead
harry potter,"We need to get out of here. Luna, can you help Ginny?
Let my friends go and I will.
Stop, Neville!",Good,3,Undead
harry potter,"Are you all right?
You come with us!
Protego!",Good,3,Undead
harry potter,"No...no...no....
I'LL KILL you!!
Stupify!",Good,3,Undead
harry potter,"Crucio!
Can't. It got smashed by accident!
How's Voldemort going to like that? You've failed him, and he's not very forgiving, is he?",Good,3,Undead
harry potter,"He can't hear you from here, you know!
Look out!
Professor!",Good,3,Undead
harry potter,"No you don't!
You don't have a clue! You can't possibly know!
I don't care! I don't care!",Good,3,Undead
harry potter,"Let me out.
You can't keep me in here!
I already know all this.",Good,3,Undead
harry potter,"Well, yeah, I did...
But Snape stopped giving me lessons.
He barely taught me, though. I always felt more open to it after the lessons. Like he was trying to open me to Voldemort—-",Good,3,Undead
harry potter,"Sirius didn't trust him. Didn't believe he'd really turned to our side...
I've been dreaming about that all year, before Voldemort discovered the connection.
But I checked Grimmauld Place! Kreacher said--",Good,3,Undead
harry potter,"Why?
What?
Wait, where was Sirius when I tried to contact him?",Good,3,Undead
harry potter,"And Hermione said we should be nice to Kreacher!
Sirius hated him.
Yeah, he really hated that place. And you kept him locked up in there!",Good,3,Undead
harry potter,"She never loved me.
I asked you why Voldemort tried to kill me.
I don't understand, Professor.",Good,3,Undead
harry potter,"Professor, why am I so important to
Sir, it got smashed.
I'm not sure I understand all that, sir...",Good,3,Undead
